770033082,724997756604010496
715744545720262657,1165347229382664192
471287735,1165347229382664192
627673190,1165347229382664192
26809005,1165347229382664192
96951800,1165347229382664192
2600210567,1165347229382664192
216299334,1136286404844167170
471287735,1136286404844167170
2281128559,293551531
382431601,293551531
18905975,293551531
110542631,293551531
2584588824,293551531
344611368,293551531
130154420,293551531
627673190,293551531
471287735,293551531
96951800,293551531
96951800,1176194864360431621
627673190,1176194864360431621
15911679,1060258937856016384
12652472,1060258937856016384
129102310,191158795
53817066,191158795
627673190,191158795
382431601,304012290
854784383982723072,304012290
627673190,304012290
96951800,304012290
18091004,304012290
77543513,234966034
627673190,234966034
1249836458,234966034
15590302,234966034
752488263747833856,234966034
26809005,234966034
4488217998,234966034
4172587277,234966034
2550023839,234966034
471287735,234966034
12652472,234966034
96951800,234966034
15911679,234966034
216299334,234966034
1561123663,234966034
2775071649,234966034
627673190,2584588824
96951800,2584588824
18091004,1116406282485940225
96951800,1116406282485940225
130154420,1116406282485940225
382431601,1116406282485940225
344611368,1116406282485940225
26809005,1116406282485940225
627673190,1116406282485940225
1561123663,1116406282485940225
471287735,1116406282485940225
897806549464346624,1116406282485940225
627673190,739603876727402496
96951800,739603876727402496
2281128559,2603398698
53817066,2603398698
96951800,2603398698
627673190,2603398698
1561123663,4886321195
1561123663,1187527736
627673190,1187527736
2754746065,455640121
2584588824,263719483
216299334,263719483
26809005,263719483
471287735,263719483
627673190,263719483
304012290,263719483
53817066,1655203388
1140854102,1655203388
627673190,471287735
96951800,471287735
1561123663,471287735
1249836458,471287735
216299334,471287735
854784383982723072,233382988
53817066,894128676601778176
1628963983,894128676601778176
26809005,894128676601778176
4765291412,894128676601778176
627673190,894128676601778176
471287735,894128676601778176
1561123663,2435577673
854784383982723072,2435577673
4488217998,2435577673
216299334,335742465
627673190,1561521751
234966034,77543513
2754746065,77543513
1561123663,77543513
2550023839,77543513
18905975,77543513
1249836458,172717663
2600210567,172717663
26809005,172717663
1561123663,172717663
2584588824,172717663
627673190,172717663
96951800,172717663
26809005,1708634720
1561123663,1708634720
18091004,1708634720
2600210567,752488263747833856
1249836458,752488263747833856
12652472,752488263747833856
18905975,752488263747833856
4488217998,752488263747833856
15590302,752488263747833856
26809005,752488263747833856
96951800,752488263747833856
18091004,752488263747833856
471287735,752488263747833856
15911679,752488263747833856
627673190,752488263747833856
1561123663,752488263747833856
2550023839,752488263747833856
715744545720262657,1255222885
897806549464346624,1255222885
4488217998,1255222885
1116406282485940225,1255222885
1561123663,1255222885
2584588824,627673190
96951800,627673190
471287735,378473065
18091004,1489879146
627673190,1489879146
471287735,1489879146
1249836458,1489879146
53817066,1489879146
26809005,1489879146
216299334,1489879146
344611368,2281128559
1104795769809313792,2281128559
1628963983,2281128559
897806549464346624,2281128559
2462606213,2281128559
26809005,2281128559
1156017855365865472,2281128559
991035298514657280,2281128559
293551531,2281128559
1116406282485940225,2281128559
1561123663,2281128559
1068699057525116930,2281128559
1603887084,2281128559
2825036433,2281128559
715744545720262657,2281128559
130154420,2281128559
627673190,2281128559
2584588824,2281128559
471287735,2281128559
96951800,2281128559
53817066,1156017855365865472
983817485345574912,1156017855365865472
67465811,1156017855365865472
471287735,1156017855365865472
130154420,1156017855365865472
1603887084,1156017855365865472
897806549464346624,1156017855365865472
2600210567,1156017855365865472
1116406282485940225,1156017855365865472
18091004,1156017855365865472
26809005,1156017855365865472
1561123663,1156017855365865472
382431601,1156017855365865472
2281128559,1156017855365865472
2584588824,1156017855365865472
1068699057525116930,1156017855365865472
96951800,1156017855365865472
627673190,1156017855365865472
2435577673,1003470399437508608
775310901989761024,794289995142074368
752488263747833856,794289995142074368
2550023839,2600210567
2584588824,2600210567
627673190,2600210567
471287735,2600210567
29644515,591315084
2550023839,591315084
1561123663,591315084
2775071649,591315084
14390187,591315084
96951800,591315084
110542631,591315084
304012290,591315084
627673190,591315084
18905975,591315084
53817066,471918222
4765291412,471918222
968238113704247296,471918222
1140854102,471918222
826853688052432896,471918222
1628963983,471918222
179394815,471918222
471287735,1628963983
2281128559,1628963983
26809005,1628963983
4765291412,1628963983
897806549464346624,1628963983
826853688052432896,1628963983
96951800,1628963983
894128676601778176,1628963983
968238113704247296,1628963983
857249276,1628963983
179394815,1628963983
471918222,1628963983
53817066,2825036433
2281128559,2825036433
179394815,2825036433
26809005,2825036433
1561123663,2825036433
627673190,2825036433
18905975,627595924
4488217998,627595924
627673190,627595924
14390187,627595924
854784383982723072,921652590
1208702648,2600032412
627673190,2550023839
344611368,937396859315933185
627673190,937396859315933185
